	reference	query	distance	pvalue	matching-hashes	percentage
1602	JAEMRX01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1603	JAEMRY01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1604	JAEMRZ01_Phenylobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1605	JAEMSA01_Nanopelagicales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1606	JAEMSB01_Niveispirillum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1607	JAEMSC01_Rhodoferax	./CENA71.fasta	1.0	1.0	0/1000	0.0
1608	JAEMSD01_Bradyrhizobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1609	JAEMSE01_Sphingomonadaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1610	JAEMSF01_Akkermansiaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1611	JAEMSG01_Mycolicibacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1612	JAEMSH01_Chthoniobacterales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1613	JAEMSI01_Polynucleobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
1614	JAEMSJ01_Acidimicrobiia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1615	JAEMSK01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1616	JAEMSL01_Sphingobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1617	JAEMSM01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1618	JAEMSN01_Ilumatobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1619	JAEMSO01_Thermoleophilia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1621	JAEMSQ01_Pseudomonas	./CENA71.fasta	1.0	1.0	0/1000	0.0
1550	JADHPR01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1549	JADHPQ01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1548	JADHPP01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1461	JADBSV01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1462	JADBTA01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1463	JADBTM01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1464	JADBTN01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1465	JADBTX01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1466	JADBUB01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1467	JADBUC01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1468	JADBUG01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1469	JADBUK01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1470	JADBUU01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1471	JADBUV01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1472	JADBUW01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1482	JADBVZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1483	JADBWI01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1484	JADBWP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1485	JADBWV01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1486	JADBWX01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1488	JADEVV01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1489	JADEVW01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1460	JADBSJ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1490	JADEVX01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1459	JADBSC01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1457	JACYMF01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1430	JACVSN01_Tolypothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1431	JACVSO01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1432	JACVZV01_Vulcanococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1433	JACVZW01_Rhodobacteraceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1434	JACVZX01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1435	JACVZY01_Ignavibacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1437	JACXAE01_Iningainema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1438	JACXWX01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1440	JACYLN01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1441	JACYLO01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1442	JACYLP01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1444	JACYLR01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1445	JACYLS01_Hydrococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1447	JACYLU01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1448	JACYLV01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1449	JACYLW01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1452	JACYLZ01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1454	JACYMB01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1456	JACYME01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1458	JADBRZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1427	JACVSF01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1491	JADEVY01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1493	JADEWA01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1520	JADEXC01_Tychonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1521	JADEXD01_Tychonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1522	JADEXE01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1524	JADEXG01_Romeria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1525	JADEXH01_Sphaerospermopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1526	JADEXI01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1530	JADEXM01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1531	JADEXN01_Oscillatoriales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1532	JADEXO01_Cf.	./CENA71.fasta	1.0	1.0	0/1000	0.0
1533	JADEXP01_Leptolyngbya	./CENA71.fasta	1.0	1.0	0/1000	0.0
1534	JADEXQ01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
1540	JADEXW01_Pseudanabaenaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1541	JADEXX01_Chroococcidiopsidales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1542	JADEXY01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1543	JADEXZ01_Fortiea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1544	JADHMX01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1545	JADHMY01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1546	JADHPN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1547	JADHPO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1519	JADEXB01_Tychonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1492	JADEVZ01_Dolichospermum	./CENA71.fasta	1.0	1.0	0/1000	0.0
1518	JADEXA01_Filamentous	./CENA71.fasta	1.0	1.0	0/1000	0.0
1516	JADEWY01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1494	JADEWB01_Anabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1495	JADEWC01_Cyanobacterium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1496	JADEWD01_Cuspidothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1498	JADEWG01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1501	JADEWJ01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1502	JADEWK01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1503	JADEWL01_Plectonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1504	JADEWM01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1505	JADEWN01_Gloeocapsopsis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1506	JADEWO01_Oculatella	./CENA71.fasta	1.0	1.0	0/1000	0.0
1507	JADEWP01_Cyanobium	./CENA71.fasta	1.0	1.0	0/1000	0.0
1508	JADEWQ01_Pleurocapsales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1509	JADEWR01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1510	JADEWS01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1511	JADEWT01_Tychonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1512	JADEWU01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
1513	JADEWV01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1514	JADEWW01_Coleofasciculus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1515	JADEWX01_Nodosilinea	./CENA71.fasta	1.0	1.0	0/1000	0.0
1517	JADEWZ01_Lusitaniella	./CENA71.fasta	1.0	1.0	0/1000	0.0
1163	JAAUUM01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1162	JAAUUK01_Leptolyngbyaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1161	JAAUUJ01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
894	DOVO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
895	DOWB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
896	DPEI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
897	DPLL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
898	DPNP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
899	DPOG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
900	DQAX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
901	DQEB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
893	DOVM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
902	DSGY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
906	DSPX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
907	DSQC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
908	DSRD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
909	DSRU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
911	DVDU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
912	DVDV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
913	DVDW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
914	DVDX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
903	DSMC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
892	DORG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
891	DORF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
890	DOQK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
871	DNOW01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
872	DNOY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
873	DNOZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
874	DNRP01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
875	DNSU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
876	DNUG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
877	DNXU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
878	DNYC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
879	DNYD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
880	DNYY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
881	DNZA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
882	DOBT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
883	DOFR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
884	DOHO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
885	DOIX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
886	DOJB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
887	DOMQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
888	DOPQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
889	DOPZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
915	DVDY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
916	DVDZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
917	DVEA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
918	DVEB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
944	JAACSJ01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
945	JAACTD01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
946	JAACUG01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
947	JAADAC01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
948	JAADAD01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
949	JAADAE01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
950	JAADAF01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
951	JAADAG01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
952	JAADAH01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
953	JAADAI01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
954	JAADAJ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
955	JAADAK01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
956	JAADAL01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
957	JAADAM01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
958	JAADAN01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
959	JAADAO01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
960	JAADAP01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
961	JAADAQ01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
962	JAADAR01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
943	JAACQX01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
870	DNOV01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
942	JAACPM01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
940	JAABSU01_Spirulina	./CENA71.fasta	1.0	1.0	0/1000	0.0
919	DVEC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
920	DVED01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
921	DVEE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
922	DVEF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
923	DVEG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
924	DVEH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
925	DYNF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
926	FITM01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
927	FSSI02_Oscillatoria	./CENA71.fasta	1.0	1.0	0/1000	0.0
928	FXBO01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
929	FXWN01_Synechococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
930	FYBH01_Calothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
932	JAAAOK01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
933	JAABOT01_Synechocystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
934	JAABRE01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
935	JAABRK01_Microcoleaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
936	JAABRM01_Oscillatoriales	./CENA71.fasta	1.0	1.0	0/1000	0.0
937	JAABSD01_Phormidium	./CENA71.fasta	1.0	1.0	0/1000	0.0
939	JAABST01_Geitlerinema	./CENA71.fasta	1.0	1.0	0/1000	0.0
941	JAACDE01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
868	DNLA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
867	DNGJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
866	DNGI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
800	CVSY01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
801	CVSZ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
802	CZCS02_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
803	CZCT02_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
804	CZCU02_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
805	CZCZ02_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
806	CZDF01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
807	DBAX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
808	DBCX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
809	DBIX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
810	DBVD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
811	DBVH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
812	DBXD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
813	DBYM01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
814	DCNZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
815	DCQC01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
816	DCSN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
817	DDLS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
818	DDVE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
799	CVSX01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
819	DEDY01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
798	CVSW01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
794	CAQN01_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
775	CAJCFS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
776	CAJCFV01_Planktothrix	./CENA71.fasta	1.0	1.0	0/1000	0.0
777	CAJGYW01_Psychrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
778	CAJHBF01_Psychrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
779	CAJHBU01_Psychrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
780	CAJQOK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
781	CAJQPG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
782	CAJQPQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
783	CAJWHY01_Psychrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
784	CAJWLE01_Psychrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
785	CAJWTR01_Psychrobacter	./CENA71.fasta	1.0	1.0	0/1000	0.0
786	CAJWYF01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
787	CAJWYY01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
788	CAJWZW01_Arthrospira	./CENA71.fasta	1.0	1.0	0/1000	0.0
789	CAJXSQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
790	CAJXVH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
791	CAQK01_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
792	CAQL01_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
793	CAQM01_Crocosphaera	./CENA71.fasta	1.0	1.0	0/1000	0.0
797	CVSV01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
963	JAADAS01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
820	DEEH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
822	DEFJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
846	DKRT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
847	DLDG01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
848	DLDQ01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
849	DLEF01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
850	DLEZ01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
851	DLGM01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
852	DLLM01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
853	DLPW01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
854	DLSU01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
856	DLXW01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
857	DLZW01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
858	DMEQ01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
859	DMJW01_Aphanizomenon	./CENA71.fasta	1.0	1.0	0/1000	0.0
860	DMPD01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
861	DMPE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
862	DMPJ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
863	DMXX01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
864	DMYK01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
865	DNGG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
845	DKOE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
821	DEEN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
844	DKOB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
842	DJYZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
823	DEGT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
824	DEGZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
825	DESS01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
826	DESZ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
827	DFEL01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
828	DFQU01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
829	DFRI01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
830	DFVO01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
831	DFYB01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
832	DGBR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
833	DGDG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
834	DGDH01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
835	DGYA01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
836	DHMN01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
837	DIYQ01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
838	DIYT01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
839	DJOE01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
840	DJQF01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
841	DJYG01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
843	DKMR01_uncultured	./CENA71.fasta	1.0	1.0	0/1000	0.0
964	JAADAT01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
965	JAADAU01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
966	JAADAV01_Microcystis	./CENA71.fasta	1.0	1.0	0/1000	0.0
1089	JAAORN01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1090	JAAORO01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1091	JAATWA01_Pseudanabaena	./CENA71.fasta	1.0	1.0	0/1000	0.0
1093	JAAUOH01_Pleurocapsa	./CENA71.fasta	1.0	1.0	0/1000	0.0
1094	JAAUOM01_Acaryochloris	./CENA71.fasta	1.0	1.0	0/1000	0.0
1095	JAAUON01_Cyanobacteria	./CENA71.fasta	1.0	1.0	0/1000	0.0
1096	JAAUOO01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1097	JAAUOP01_Synechococcales	./CENA71.fasta	1.0	1.0	0/1000	0.0
1098	JAAUOQ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1100	JAAUOU01_Hyellaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1101	JAAUOX01_Chamaesiphon	./CENA71.fasta	1.0	1.0	0/1000	0.0
1102	JAAUOZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1103	JAAUPA01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1106	JAAUPF01_Richelia	./CENA71.fasta	1.0	1.0	0/1000	0.0
1107	JAAUPG01_Nostocaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1108	JAAUPI01_Microcoleus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1109	JAAUPJ01_Acaryochloridaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1110	JAAUPK01_Acaryochloridaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1111	JAAUPN01_Coleofasciculaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1088	JAAORM01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1112	JAAUPO01_Synechococcaceae	./CENA71.fasta	1.0	1.0	0/1000	0.0
1087	JAAORL01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1085	JAAORJ01_Prochlorococcus	./CENA71.fasta	1.0	1.0	0/1000	0.0
1064	JAAHHZ01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1065	JAAHIA01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1066	JAAHIB01_Kamptonema	./CENA71.fasta	1.0	1.0	0/1000	0.0
1067	JAAHIC01_MAG:	./CENA71.fasta	1.0	1.0	0/1000	0.0
1068	JAAHID01_Okeania	./CENA71.fasta	1.0	1.0	0/1000	0.0
